,Model,Scenario,Region,Variable,Unit,Year,Value
525,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Oil,EJ/yr,2080,0.0
526,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Oil,EJ/yr,2080,0.0
527,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Oil,EJ/yr,2080,0.0
528,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Oil,EJ/yr,2090,0.0
529,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Oil,EJ/yr,2090,0.0
530,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Oil,EJ/yr,2090,0.0
531,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Oil,EJ/yr,2090,0.0
532,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Oil,EJ/yr,2090,0.0
533,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Oil,EJ/yr,2090,0.0
534,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Oil,EJ/yr,2100,0.0
535,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Oil,EJ/yr,2100,0.0
536,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Oil,EJ/yr,2100,0.0
537,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Oil,EJ/yr,2100,0.0
538,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Oil,EJ/yr,2100,0.0
539,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Oil,EJ/yr,2100,0.0
546,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2020,0.2392423393
547,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Geothermal,EJ/yr,2020,0.09174714938999999
548,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Geothermal,EJ/yr,2020,0.0035168692570000004
549,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Geothermal,EJ/yr,2020,0.02752367113
550,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Geothermal,EJ/yr,2020,0.0007760929356000001
551,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Geothermal,EJ/yr,2020,0.1156785566
552,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2030,0.1434235202
553,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Geothermal,EJ/yr,2030,0.05495833607999999
554,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Geothermal,EJ/yr,2030,0.001984315451
555,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Geothermal,EJ/yr,2030,0.0164747652
556,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Geothermal,EJ/yr,2030,0.0004835958124
557,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Geothermal,EJ/yr,2030,0.06952250763
558,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2040,0.08578755347000001
559,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Geothermal,EJ/yr,2040,0.03271206276
560,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Geothermal,EJ/yr,2040,0.001188083032
561,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Geothermal,EJ/yr,2040,0.009864439754
562,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Geothermal,EJ/yr,2040,0.0002998088971
563,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Geothermal,EJ/yr,2040,0.04172315903
564,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2050,0.05326540859
565,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Geothermal,EJ/yr,2050,0.01938906919
566,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Geothermal,EJ/yr,2050,0.0007142563021
567,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Geothermal,EJ/yr,2050,0.005906462366
568,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Geothermal,EJ/yr,2050,0.00018239711340000002
569,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Geothermal,EJ/yr,2050,0.02707322361
570,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2060,0.04685805206
571,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Geothermal,EJ/yr,2060,0.01917405312
572,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Geothermal,EJ/yr,2060,0.0007290462158
573,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Geothermal,EJ/yr,2060,0.003527253413
574,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Geothermal,EJ/yr,2060,0.00010920788699999999
575,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Geothermal,EJ/yr,2060,0.02331849143
576,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2070,0.03053584121
577,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Geothermal,EJ/yr,2070,0.01396827025
578,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Geothermal,EJ/yr,2070,0.0004385238362
579,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Geothermal,EJ/yr,2070,0.002096735929
580,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Geothermal,EJ/yr,2070,6.489951889e-05
581,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Geothermal,EJ/yr,2070,0.013967411669999999
582,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2080,0.02216676528
583,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Geothermal,EJ/yr,2080,0.008405359
584,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Geothermal,EJ/yr,2080,0.0002621494792
585,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Geothermal,EJ/yr,2080,0.002079804757
586,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Geothermal,EJ/yr,2080,6.48805594e-05
587,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Geothermal,EJ/yr,2080,0.01135457148
588,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2090,0.02216562122
589,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Geothermal,EJ/yr,2090,0.008423763394
590,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Geothermal,EJ/yr,2090,0.0002632298287
591,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Geothermal,EJ/yr,2090,0.002083126307
592,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Geothermal,EJ/yr,2090,3.8668793659999994e-05
593,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Geothermal,EJ/yr,2090,0.0113568329
594,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2100,0.017893612019999998
595,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Geothermal,EJ/yr,2100,0.008428663404
596,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Geothermal,EJ/yr,2100,0.0002676878523
597,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Geothermal,EJ/yr,2100,0.001245786436
598,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Geothermal,EJ/yr,2100,2.310689163e-05
599,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Geothermal,EJ/yr,2100,0.007928367435
606,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2020,0.2392423393
607,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Geothermal,EJ/yr,2020,0.09174714938999999
608,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Geothermal,EJ/yr,2020,0.0035168692570000004
609,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Geothermal,EJ/yr,2020,0.02752367113
610,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Geothermal,EJ/yr,2020,0.0007760929356000001
611,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Geothermal,EJ/yr,2020,0.1156785566
612,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2030,0.1917604791
613,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Geothermal,EJ/yr,2030,0.07921977047
614,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Geothermal,EJ/yr,2030,0.003761143736
615,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Geothermal,EJ/yr,2030,0.01605684548
616,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Geothermal,EJ/yr,2030,0.0004579186932
617,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Geothermal,EJ/yr,2030,0.09226480072000001
618,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2040,0.3309278469
619,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Geothermal,EJ/yr,2040,0.06001739008
620,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Geothermal,EJ/yr,2040,0.002251935646
621,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Geothermal,EJ/yr,2040,0.009542730663
622,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Geothermal,EJ/yr,2040,0.00028612377860000006
623,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Geothermal,EJ/yr,2040,0.2588296668
624,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2050,0.528593065
625,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Geothermal,EJ/yr,2050,0.05734501149
626,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Geothermal,EJ/yr,2050,0.001348317036
627,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Geothermal,EJ/yr,2050,0.005402879063
628,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Geothermal,EJ/yr,2050,0.00028460675219999995
629,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Geothermal,EJ/yr,2050,0.46421225060000004
630,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2060,0.8603588901000001
631,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Geothermal,EJ/yr,2060,0.11430516369999999
632,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Geothermal,EJ/yr,2060,0.006576136581
633,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Geothermal,EJ/yr,2060,0.005582712387
634,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Geothermal,EJ/yr,2060,0.00028574099560000005
635,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Geothermal,EJ/yr,2060,0.7336091364
636,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2070,1.470938274
637,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Geothermal,EJ/yr,2070,0.16684893380000002
638,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Geothermal,EJ/yr,2070,0.02077871773
639,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Geothermal,EJ/yr,2070,0.003312315301
640,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Geothermal,EJ/yr,2070,0.00016415740180000002
641,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Geothermal,EJ/yr,2070,1.279834149
642,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2080,3.2178773589999996
643,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Geothermal,EJ/yr,2080,0.2643764668
644,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Geothermal,EJ/yr,2080,0.12022527529999999
645,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Geothermal,EJ/yr,2080,0.1593527185
646,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Geothermal,EJ/yr,2080,0.001014260641
647,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Geothermal,EJ/yr,2080,2.672908637
648,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2090,4.782218395
649,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Geothermal,EJ/yr,2090,0.5964918768
650,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Geothermal,EJ/yr,2090,0.1420180868
651,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Geothermal,EJ/yr,2090,0.36514461909999996
652,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Geothermal,EJ/yr,2090,0.1348244589
653,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Geothermal,EJ/yr,2090,3.543739354
654,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2100,6.245665968
655,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Geothermal,EJ/yr,2100,0.7578164805
656,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Geothermal,EJ/yr,2100,0.140672319
657,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Geothermal,EJ/yr,2100,0.6106450487
658,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Geothermal,EJ/yr,2100,0.3044753543
659,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Geothermal,EJ/yr,2100,4.432056765
666,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Geothermal,EJ/yr,2020,0.2392423393
667,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Geothermal,EJ/yr,2020,0.09174714938999999
668,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Geothermal,EJ/yr,2020,0.0035168692570000004
669,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Geothermal,EJ/yr,2020,0.02752367113
670,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Geothermal,EJ/yr,2020,0.0007760929356000001
671,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Geothermal,EJ/yr,2020,0.1156785566
672,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Geothermal,EJ/yr,2030,1.039749929
673,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Geothermal,EJ/yr,2030,0.17623812079999998
674,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Geothermal,EJ/yr,2030,0.003761143744
675,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Geothermal,EJ/yr,2030,0.02633632858
676,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Geothermal,EJ/yr,2030,0.001192211194
677,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Geothermal,EJ/yr,2030,0.8322221248
678,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Geothermal,EJ/yr,2040,2.9797193810000002
679,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Geothermal,EJ/yr,2040,0.2730587381
680,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Geothermal,EJ/yr,2040,0.01568637861
681,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Geothermal,EJ/yr,2040,0.01576810531
682,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Geothermal,EJ/yr,2040,0.0007313470508
683,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Geothermal,EJ/yr,2040,2.6744748119999997
684,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Geothermal,EJ/yr,2050,4.0813898989999995
685,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Geothermal,EJ/yr,2050,0.39527700039999997
686,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Geothermal,EJ/yr,2050,0.07940298752000001
687,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Geothermal,EJ/yr,2050,0.01221004312
688,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Geothermal,EJ/yr,2050,0.0007453711331
689,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Geothermal,EJ/yr,2050,3.593754497
690,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Geothermal,EJ/yr,2060,4.6260317230000005
691,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Geothermal,EJ/yr,2060,0.5210636325
692,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Geothermal,EJ/yr,2060,0.1203694108
693,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Geothermal,EJ/yr,2060,0.01271270916
694,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Geothermal,EJ/yr,2060,0.0007602106182999999
695,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Geothermal,EJ/yr,2060,3.97112576
696,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Geothermal,EJ/yr,2070,5.413961767999999
697,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Geothermal,EJ/yr,2070,0.6542827686
698,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Geothermal,EJ/yr,2070,0.143768241
699,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Geothermal,EJ/yr,2070,0.1559372361
700,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Geothermal,EJ/yr,2070,0.13627346369999999
701,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Geothermal,EJ/yr,2070,4.323700059
702,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Geothermal,EJ/yr,2080,6.087554233
703,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Geothermal,EJ/yr,2080,0.8534907122
704,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Geothermal,EJ/yr,2080,0.14267332300000002
705,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Geothermal,EJ/yr,2080,0.36554400159999995
706,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Geothermal,EJ/yr,2080,0.3039596325
707,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Geothermal,EJ/yr,2080,4.421886563999999
708,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Geothermal,EJ/yr,2090,6.481858139
709,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Geothermal,EJ/yr,2090,0.9631966165000001
710,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Geothermal,EJ/yr,2090,0.14113774099999998
711,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Geothermal,EJ/yr,2090,0.6175910203
712,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Geothermal,EJ/yr,2090,0.30570016710000003
713,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Geothermal,EJ/yr,2090,4.454232594
714,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Geothermal,EJ/yr,2100,6.482354178
715,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Geothermal,EJ/yr,2100,0.9589461404999999
716,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Geothermal,EJ/yr,2100,0.1395726649
717,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Geothermal,EJ/yr,2100,0.617225021
718,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Geothermal,EJ/yr,2100,0.3055219394
719,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Geothermal,EJ/yr,2100,4.461088412
726,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2020,15.80198983
727,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Hydro,EJ/yr,2020,6.044438068
728,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Hydro,EJ/yr,2020,0.6882028052
729,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Hydro,EJ/yr,2020,2.826614759
730,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Hydro,EJ/yr,2020,0.9736896268
731,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Hydro,EJ/yr,2020,5.269044576000001
732,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2030,17.49680746
733,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Hydro,EJ/yr,2030,7.29075691
734,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Hydro,EJ/yr,2030,0.8676654015999999
735,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Hydro,EJ/yr,2030,3.091866146
736,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Hydro,EJ/yr,2030,0.9736896268
737,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Hydro,EJ/yr,2030,5.272829374
738,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2040,18.65684907
739,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Hydro,EJ/yr,2040,8.141867813
740,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Hydro,EJ/yr,2040,1.011487799
741,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Hydro,EJ/yr,2040,3.255874163
742,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Hydro,EJ/yr,2040,0.9736896343000001
743,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Hydro,EJ/yr,2040,5.273929658999999
744,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2050,20.544029300000002
745,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Hydro,EJ/yr,2050,9.83097683
746,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Hydro,EJ/yr,2050,1.112415798
747,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Hydro,EJ/yr,2050,3.351124955
748,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Hydro,EJ/yr,2050,0.9736896418000001
749,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Hydro,EJ/yr,2050,5.275822076
750,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2060,21.44130139
751,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Hydro,EJ/yr,2060,10.56468876
752,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Hydro,EJ/yr,2060,1.221411731
753,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Hydro,EJ/yr,2060,3.404742979
754,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Hydro,EJ/yr,2060,0.9736896418000001
755,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Hydro,EJ/yr,2060,5.276768275
756,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2070,22.71620419
757,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Hydro,EJ/yr,2070,11.50624534
758,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Hydro,EJ/yr,2070,1.5247949790000002
759,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Hydro,EJ/yr,2070,3.434390581
760,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Hydro,EJ/yr,2070,0.9736896395
761,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Hydro,EJ/yr,2070,5.277083655
762,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2080,23.98020666
763,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Hydro,EJ/yr,2080,12.15993147
764,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Hydro,EJ/yr,2080,2.0168410530000003
765,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Hydro,EJ/yr,2080,3.450475988
766,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Hydro,EJ/yr,2080,1.075559115
767,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Hydro,EJ/yr,2080,5.277399032
768,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2090,24.90971775
769,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Hydro,EJ/yr,2090,12.16781647
770,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Hydro,EJ/yr,2090,2.817108647
771,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Hydro,EJ/yr,2090,3.45930721
772,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Hydro,EJ/yr,2090,1.188086386
773,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Hydro,EJ/yr,2090,5.277399032
774,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2100,25.27912776
775,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Hydro,EJ/yr,2100,12.17128583
776,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Hydro,EJ/yr,2100,2.950566999
777,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Hydro,EJ/yr,2100,3.464038198
